,Month,Artist,Artist ID,Song ID,Song Name,Song Popularity,Album Name,Album Release Date,Genre 1,Genre 2,Genre 3,Genre 4,Followers,Artist Popularity,Acousticness,Danceability,Duration Ms,Energy,Instrumentalness,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
27,1,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),86,Music To Be Murdered By,1/17/2020,chicago rap,melodic rap,N/A,N/A,16961776,96,0.145,0.808,210800,0.745,0,0.292,-5.26,0,0.342,165.995,4,0.829
28,1,Bad Bunny,4q3ewBCX7sLwd24euuV69X,2n7ohqg1s68ToAHh4u9mcW,Vete,74,YHLQMDLG,2/28/2020,latin,reggaeton,trap latino,N/A,32169246,98,0.0363,0.886,192024,0.672,8.78E-06,0.101,-4.394,1,0.188,91.976,4,0.526
29,1,Bad Bunny,4q3ewBCX7sLwd24euuV69X,69vlMrzHwATKzupwNcUPyK,La Santa,81,YHLQMDLG,2/28/2020,latin,reggaeton,trap latino,N/A,32169246,98,0.0326,0.744,206420,0.868,0,0.0822,-4.524,1,0.047,93.037,4,0.586
30,1,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,69vlMrzHwATKzupwNcUPyK,La Santa,81,YHLQMDLG,2/28/2020,latin,latin hip hop,reggaeton,trap latino,22809902,91,0.0326,0.744,206420,0.868,0,0.0822,-4.524,1,0.047,93.037,4,0.586
31,1,Harry Styles,6KImCVD70vtIoJWnq6nGn3,3jjujdWJ72nww5eGnfs2E7,Adore You,87,Fine Line,12/13/2019,pop,post-teen pop,N/A,N/A,14047182,90,0.0237,0.676,207133,0.771,7.00E-06,0.102,-3.675,1,0.0483,99.048,4,0.569
32,1,Surfaces,4ETSs924pXMzjIeD6E9b4u,1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,83,Where the Light Is,1/6/2019,bedroom soul,pop,N/A,N/A,678236,76,0.183,0.878,158571,0.525,0,0.0714,-6.832,1,0.0578,112.022,4,0.694
33,1,Mustard,0YinUQ50QDB7ZxSCLyQ40k,3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),83,Perfect Ten,6/28/2019,cali rap,hip hop,pop rap,rap,845813,80,0.392,0.809,180435,0.545,0,0.151,-6.678,1,0.0735,97.008,4,0.244
34,1,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),83,Perfect Ten,6/28/2019,melodic rap,rap,trap,N/A,5975338,88,0.392,0.809,180435,0.545,0,0.151,-6.678,1,0.0735,97.008,4,0.244
35,1,Polo G,6AgTAQt8XS6jRWi4sX7w49,74fV8TuLZKVzSIOOGu8wwI,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),62,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),2/14/2020,chicago rap,N/A,N/A,N/A,3646022,91,0.0277,0.92,165726,0.833,0,0.0596,-3.18,1,0.253,141.034,4,0.645
36,1,Stunna 4 Vegas,44IvvHRk2XF243QLA2VOa8,74fV8TuLZKVzSIOOGu8wwI,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),62,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),2/14/2020,southern hip hop,trap,viral rap,N/A,557450,70,0.0277,0.92,165726,0.833,0,0.0596,-3.18,1,0.253,141.034,4,0.645
37,1,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,74fV8TuLZKVzSIOOGu8wwI,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),62,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),2/14/2020,memphis hip hop,trap,N/A,N/A,2961016,81,0.0277,0.92,165726,0.833,0,0.0596,-3.18,1,0.253,141.034,4,0.645
38,1,Mike WiLL Made-It,0NWbwDZY1VkRqFafuQm6wk,74fV8TuLZKVzSIOOGu8wwI,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),62,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),2/14/2020,atl hip hop,hip hop,pop rap,rap,1227002,73,0.0277,0.92,165726,0.833,0,0.0596,-3.18,1,0.253,141.034,4,0.645
39,1,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,86,everything i wanted,11/13/2019,electropop,pop,N/A,N/A,41726788,92,0.902,0.704,245426,0.225,0.657,0.106,-14.454,0,0.0994,120.006,4,0.243
40,1,Lil Baby,5f7VJjfbwm532GiveGC0ZK,6AyWdCtEn1DdxjnxPeojR2,Live Off My Closet (feat. Future),62,My Turn,2/28/2020,atl hip hop,atl trap,rap,trap,6771753,93,0.0345,0.807,173061,0.678,0,0.0986,-3.244,0,0.177,147.004,4,0.21
41,1,Future,1RyvyyTE3xzB2ZywiAwp0i,6AyWdCtEn1DdxjnxPeojR2,Live Off My Closet (feat. Future),62,My Turn,2/28/2020,atl hip hop,pop rap,rap,southern hip hop,10092501,91,0.0345,0.807,173061,0.678,0,0.0986,-3.244,0,0.177,147.004,4,0.21
42,1,Lil Baby,5f7VJjfbwm532GiveGC0ZK,3tDqEKKUs6gf8zMvSuLyLA,Commercial (feat. Lil Uzi Vert),69,My Turn,2/28/2020,atl hip hop,atl trap,rap,trap,6771753,93,0.048,0.892,214215,0.486,0,0.146,-8.637,0,0.384,120.998,4,0.535
43,1,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,3tDqEKKUs6gf8zMvSuLyLA,Commercial (feat. Lil Uzi Vert),69,My Turn,2/28/2020,melodic rap,philly rap,rap,trap,11197133,91,0.048,0.892,214215,0.486,0,0.146,-8.637,0,0.384,120.998,4,0.535
44,1,DaBaby,4r63FhuTkUYltbVAg5TQnk,6Ozh9Ok6h4Oi1wUSLtBseN,BOP,84,KIRK,9/27/2019,north carolina hip hop,rap,N/A,N/A,6474943,93,0.189,0.769,159715,0.787,0,0.129,-3.909,1,0.367,126.77,4,0.836
45,1,YNW Melly,1cNDP5yjU5vjeR8qMf4grg,1iSqfoUFnQwV0QW1EfUit8,Suicidal,79,Melly vs. Melvin,11/22/2019,melodic rap,trap,N/A,N/A,5832728,82,0.334,0.735,222997,0.369,0,0.126,-9.682,0,0.0688,140.004,4,0.235
46,1,Lil Baby,5f7VJjfbwm532GiveGC0ZK,5f4Hy5mw5SRaUgXX9c6P5S,Sum 2 Prove,70,My Turn,2/28/2020,atl hip hop,atl trap,rap,trap,6771753,93,0.0169,0.827,205760,0.552,0,0.122,-7.571,0,0.274,124.011,4,0.408
47,1,Bad Bunny,4q3ewBCX7sLwd24euuV69X,75pQqzwgCjUOSSy5CpmAjy,Pero Ya No,74,YHLQMDLG,2/28/2020,latin,reggaeton,trap latino,N/A,32169246,98,0.0475,0.882,160638,0.612,5.07E-06,0.182,-6.103,1,0.118,147.982,4,0.742
48,1,Ashe,6P5NO5hzJbuOqSdyPB7SJM,2nC3QhMI9reBIOWutbU3Tj,Moral of the Story,81,Moral of the Story,2/14/2019,alt z,electropop,indie pop,pop,498416,76,0.587,0.572,201084,0.406,4.48E-06,0.102,-8.624,1,0.0427,119.812,4,0.265
49,1,Halsey,26VFTg2z8YR0cCuwLzESi2,7lidXGPXPYLNThITAOTlkK,You should be sad,79,Manic,1/17/2020,dance pop,electropop,etherpop,indie poptimism,14605967,89,0.143,0.591,205473,0.585,0,0.109,-6.35,1,0.0277,110.94,4,0.324
50,1,Powfu,6bmlMHgSheBauioMgKv2tn,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),88,death bed (coffee for your head),2/8/2020,sad rap,N/A,N/A,N/A,845580,80,0.731,0.726,173333,0.431,0,0.696,-8.765,0,0.135,144.026,4,0.348
51,1,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),88,death bed (coffee for your head),2/8/2020,bedroom pop,bubblegrunge,indie pop,N/A,707169,77,0.731,0.726,173333,0.431,0,0.696,-8.765,0,0.135,144.026,4,0.348
52,1,Bad Bunny,4q3ewBCX7sLwd24euuV69X,0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,81,YHLQMDLG,2/28/2020,latin,reggaeton,trap latino,N/A,32169246,98,0.021,0.86,172127,0.758,6.54E-05,0.344,-5.16,1,0.0695,97.014,4,0.453
53,1,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,73SpzrcaHk0RQPFP73vqVR,No Time To Die,79,No Time To Die,2/13/2020,electropop,pop,N/A,N/A,41726788,92,0.917,0.38,242265,0.219,0.0104,0.0827,-13.273,0,0.0358,73.537,4,0.0517
54,1,Bad Bunny,4q3ewBCX7sLwd24euuV69X,2DEZmgHKAvm41k4J3R2E9Y,Safaera,82,YHLQMDLG,2/28/2020,latin,reggaeton,trap latino,N/A,32169246,98,0.0103,0.607,295177,0.829,0,0.107,-4.074,1,0.379,96.172,4,0.685
55,1,Jowell & Randy,4IMAo2UQchVFyPH24PAjUs,2DEZmgHKAvm41k4J3R2E9Y,Safaera,82,YHLQMDLG,2/28/2020,latin,latin hip hop,reggaeton,reggaeton flow,2750989,77,0.0103,0.607,295177,0.829,0,0.107,-4.074,1,0.379,96.172,4,0.685
56,1,Ñengo Flow,12vb80Km0Ew53ABfJOepVz,2DEZmgHKAvm41k4J3R2E9Y,Safaera,82,YHLQMDLG,2/28/2020,latin,latin hip hop,reggaeton,reggaeton flow,2395717,81,0.0103,0.607,295177,0.829,0,0.107,-4.074,1,0.379,96.172,4,0.685
57,1,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,6Gg1gjgKi2AK4e0qzsR7sd,Bandit (with YoungBoy Never Broke Again),83,Bandit (with YoungBoy Never Broke Again),10/4/2019,chicago rap,melodic rap,N/A,N/A,16961776,96,0.0687,0.474,189323,0.631,0,0.132,-5.884,0,0.343,180.051,4,0.425
58,1,YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,6Gg1gjgKi2AK4e0qzsR7sd,Bandit (with YoungBoy Never Broke Again),83,Bandit (with YoungBoy Never Broke Again),10/4/2019,baton rouge rap,trap,N/A,N/A,6675000,86,0.0687,0.474,189323,0.631,0,0.132,-5.884,0,0.343,180.051,4,0.425
59,1,Post Malone,246dkjvS1zLTtiykXe5h60,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,82,Hollywood's Bleeding,9/6/2019,dfw rap,melodic rap,rap,N/A,32142428,93,0.533,0.755,157560,0.522,0,0.0685,-4.368,1,0.0575,89.96,4,0.925
60,1,Swae Lee,1zNqQNIdeOUZHb8zbZRFMX,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,82,Hollywood's Bleeding,9/6/2019,melodic rap,pop rap,trap,N/A,1147652,84,0.533,0.755,157560,0.522,0,0.0685,-4.368,1,0.0575,89.96,4,0.925
61,1,G Herbo,5QdEbQJ3ylBnc3gsIASAT5,3jT2LKH0RSbQ8jIUNFzXm5,PTSD,80,PTSD,2/28/2020,chicago drill,chicago rap,drill,rap,1155449,75,0.0317,0.883,232065,0.808,0,0.207,-3.158,0,0.183,119.012,4,0.805
62,1,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,3jT2LKH0RSbQ8jIUNFzXm5,PTSD,80,PTSD,2/28/2020,chicago rap,melodic rap,N/A,N/A,16961776,96,0.0317,0.883,232065,0.808,0,0.207,-3.158,0,0.183,119.012,4,0.805
63,1,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,3jT2LKH0RSbQ8jIUNFzXm5,PTSD,80,PTSD,2/28/2020,melodic rap,philly rap,rap,trap,11197133,91,0.0317,0.883,232065,0.808,0,0.207,-3.158,0,0.183,119.012,4,0.805
64,1,Chance the Rapper,1anyVhU62p31KFi8MEzkbf,3jT2LKH0RSbQ8jIUNFzXm5,PTSD,80,PTSD,2/28/2020,chicago rap,conscious hip hop,hip hop,pop rap,5266069,85,0.0317,0.883,232065,0.808,0,0.207,-3.158,0,0.183,119.012,4,0.805
65,1,A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,733c1CWmIGymoQXdp7Us88,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",72,Artist 2.0,2/14/2020,melodic rap,pop rap,rap,trap,5627020,86,0.517,0.819,188563,0.654,0,0.0996,-6.665,0,0.136,133.503,4,0.455
66,1,London On Da Track,5Nf5yishRW9Ye174sJISkg,733c1CWmIGymoQXdp7Us88,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",72,Artist 2.0,2/14/2020,atl hip hop,N/A,N/A,N/A,57384,64,0.517,0.819,188563,0.654,0,0.0996,-6.665,0,0.136,133.503,4,0.455
67,1,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,733c1CWmIGymoQXdp7Us88,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",72,Artist 2.0,2/14/2020,melodic rap,rap,trap,N/A,5975338,88,0.517,0.819,188563,0.654,0,0.0996,-6.665,0,0.136,133.503,4,0.455
68,1,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,733c1CWmIGymoQXdp7Us88,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",72,Artist 2.0,2/14/2020,atl hip hop,melodic rap,rap,trap,3059806,89,0.517,0.819,188563,0.654,0,0.0996,-6.665,0,0.136,133.503,4,0.455
69,1,DaBaby,4r63FhuTkUYltbVAg5TQnk,2FvD20Z8aoWIePi7PoN8sG,TOES (feat. Lil Baby & Moneybagg Yo),76,KIRK,9/27/2019,north carolina hip hop,rap,N/A,N/A,6474943,93,0.0794,0.816,136366,0.582,5.84E-06,0.0916,-4.141,1,0.341,160.004,4,0.542
70,1,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2FvD20Z8aoWIePi7PoN8sG,TOES (feat. Lil Baby & Moneybagg Yo),76,KIRK,9/27/2019,atl hip hop,atl trap,rap,trap,6771753,93,0.0794,0.816,136366,0.582,5.84E-06,0.0916,-4.141,1,0.341,160.004,4,0.542
71,1,Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,2FvD20Z8aoWIePi7PoN8sG,TOES (feat. Lil Baby & Moneybagg Yo),76,KIRK,9/27/2019,hip hop,rap,southern hip hop,tennessee hip hop,1981742,81,0.0794,0.816,136366,0.582,5.84E-06,0.0916,-4.141,1,0.341,160.004,4,0.542
72,1,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,90,Divinely Uninspired To A Hellish Extent,5/17/2019,pop,uk pop,N/A,N/A,7527373,86,0.751,0.501,182161,0.405,0,0.105,-5.679,1,0.0319,109.891,4,0.446
73,1,blackbear,2cFrymmkijnjDg9SS92EPM,7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,16,hot girl bummer,8/23/2019,electropop,pop,pop rap,N/A,4081468,87,0.128,0.778,185093,0.559,0,0.399,-7.109,0,0.0776,129.989,1,0.678
74,1,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2ZlCGeK30BLRNSPC832pNZ,Forever (feat. Post Malone & Clever),73,Changes,2/14/2020,canadian pop,pop,post-teen pop,N/A,44539130,100,0.538,0.825,219933,0.483,1.48E-05,0.204,-5.746,0,0.08,139.98,4,0.892
75,1,Post Malone,246dkjvS1zLTtiykXe5h60,2ZlCGeK30BLRNSPC832pNZ,Forever (feat. Post Malone & Clever),73,Changes,2/14/2020,dfw rap,melodic rap,rap,N/A,32142428,93,0.538,0.825,219933,0.483,1.48E-05,0.204,-5.746,0,0.08,139.98,4,0.892
76,1,Clever,5yy76ufVriyvidNSvXlRU1,2ZlCGeK30BLRNSPC832pNZ,Forever (feat. Post Malone & Clever),73,Changes,2/14/2020,alabama rap,N/A,N/A,N/A,55691,72,0.538,0.825,219933,0.483,1.48E-05,0.204,-5.746,0,0.08,139.98,4,0.892
77,1,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),81,Romance,12/6/2019,dance pop,electropop,pop,post-teen pop,21048789,85,0.018,0.724,170746,0.491,1.29E-05,0.0887,-6.024,1,0.0296,105.046,4,0.383
78,1,DaBaby,4r63FhuTkUYltbVAg5TQnk,3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),81,Romance,12/6/2019,north carolina hip hop,rap,N/A,N/A,6474943,93,0.018,0.724,170746,0.491,1.29E-05,0.0887,-6.024,1,0.0296,105.046,4,0.383
79,1,Bad Bunny,4q3ewBCX7sLwd24euuV69X,4j4w4CXm6BSr0s25wAWrrX,Bichiyal,77,YHLQMDLG,2/28/2020,latin,reggaeton,trap latino,N/A,32169246,98,0.31,0.737,196500,0.766,6.63E-06,0.114,-4.242,0,0.0458,93.956,4,0.662
80,1,Yaviah,0Y30TbA4p8SAfCzy2AFBa8,4j4w4CXm6BSr0s25wAWrrX,Bichiyal,77,YHLQMDLG,2/28/2020,latin,latin hip hop,reggaeton,tropical,91851,63,0.31,0.737,196500,0.766,6.63E-06,0.114,-4.242,0,0.0458,93.956,4,0.662
81,1,Bad Bunny,4q3ewBCX7sLwd24euuV69X,7sOfmPd18RWp3FoCzpa7Kw,Soliá,73,YHLQMDLG,2/28/2020,latin,reggaeton,trap latino,N/A,32169246,98,0.117,0.71,159282,0.81,0.000132,0.154,-5.507,1,0.0854,92.041,4,0.184
82,1,JACKBOYS,7A8S43ryYdbWpJKeHRZRcq,6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),84,JACKBOYS,12/27/2019,rap,trap,N/A,N/A,409435,75,0.0104,0.802,157712,0.591,0,0.196,-4.895,1,0.225,139.864,4,0.309
83,1,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),84,JACKBOYS,12/27/2019,rap,slap house,N/A,N/A,16091497,94,0.0104,0.802,157712,0.591,0,0.196,-4.895,1,0.225,139.864,4,0.309
84,1,Young Thug,50co4Is1HCEo8bhOyUWKpn,6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),84,JACKBOYS,12/27/2019,atl hip hop,atl trap,gangster rap,hip hop,6087849,90,0.0104,0.802,157712,0.591,0,0.196,-4.895,1,0.225,139.864,4,0.309
85,1,BROCKHAMPTON,1Bl6wpkWCQ4KVgnASpvzzA,6U0FIYXCQ3TGrk4tFpLrEA,SUGAR,80,GINGER,8/23/2019,boy band,hip hop,rap,N/A,1762992,81,0.449,0.453,204533,0.538,0,0.19,-8.212,1,0.0638,122.973,4,0.516
86,1,24kGoldn,6fWVd57NKTalqvmjRd2t8Z,6ap9lSRJ0iLriGLqoJ44cq,CITY OF ANGELS,79,DROPPED OUTTA COLLEGE,11/22/2019,cali rap,N/A,N/A,N/A,968583,87,0.042,0.686,112493,0.541,0,0.0675,-4.993,0,0.0493,120.082,4,0.724
87,1,Bad Bunny,4q3ewBCX7sLwd24euuV69X,5kqNIqFjijuzvVLhuY9B8j,La Zona,71,YHLQMDLG,2/28/2020,latin,reggaeton,trap latino,N/A,32169246,98,0.2,0.762,136893,0.801,7.04E-05,0.254,-3.661,0,0.0409,93.992,4,0.81
