,Month,ID,Acousticness,Danceability,Duration Ms,Energy,Instrumentalness,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
474,3,4PV0uE5pZSh44E3NqNNDEH,0.627,0.375,223270,0.461,0,0.386,-6.202,1,0.0279,75.217,4,0.233
475,3,62aP9fBQKYKxi7PDXwcUAS,0.0686,0.674,176547,0.774,0.00188,0.393,-7.567,0,0.0892,112.05,4,0.33
476,3,2DEZmgHKAvm41k4J3R2E9Y,0.0103,0.607,295177,0.829,0,0.107,-4.074,1,0.379,96.172,4,0.685
477,3,6gxKUmycQX7uyMwJcweFjp,0.135,0.926,181929,0.542,0,0.0877,-5.064,1,0.293,135.14,4,0.564
478,3,6fWa5CRgy0z30OeGZyMBvD,0.0513,0.733,159670,0.389,0,0.141,-8.468,0,0.0738,157.878,3,0.244
479,3,6ap9lSRJ0iLriGLqoJ44cq,0.042,0.686,112493,0.541,0,0.0675,-4.993,0,0.0493,120.082,4,0.724
480,3,5ry2OE6R2zPQFDO85XkgRb,0.101,0.831,205427,0.502,0,0.122,-4.045,0,0.046,100.541,4,0.101
481,3,2wrJq5XKLnmhRXHIAf9xBa,0.153,0.654,167693,0.63,0,0.111,-4.644,1,0.0259,89.991,4,0.43
482,3,02RCbjb9czvQKNGBmEmWob,0.0177,0.883,183011,0.599,0,0.179,-5.551,1,0.248,142.976,4,0.413
483,3,6gi6y1xwmVszDWkUqab1qw,0.0104,0.802,157712,0.591,0,0.196,-4.895,1,0.225,139.864,4,0.309
484,3,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,194088,0.425,0.13,0.1,-10.965,1,0.375,135.128,4,0.562
485,3,6xZ4Q2k2ompmDppyeESIY8,0.32,0.754,220051,0.583,0.00015,0.144,-7.34,0,0.0432,122.012,4,0.77
486,3,6foY66mWZN0pSRjZ408c00,0.369,0.614,234347,0.68,1.84E-06,0.115,-4.58,1,0.0289,149.959,4,0.707
487,3,0u2P5u6lvoDfwTYjAADbn4,0.934,0.351,200186,0.296,0,0.095,-10.109,0,0.0333,115.284,4,0.12
488,3,5MwynWK9s4hlyKHqhkNn4A,0.657,0.631,205453,0.591,0,0.11,-5.785,1,0.0277,97.074,4,0.489
489,3,1fipvP2zmef6vN2IwXfJhY,0.00346,0.501,200838,0.674,3.56E-05,0.282,-6.363,1,0.0408,155.051,4,0.152
490,3,6bnF93Rx87YqUBLSgjiMU8,0.0236,0.537,198267,0.746,1.01E-06,0.156,-5.507,0,0.15,170.062,4,0.252
491,3,2rxQMGVafnNaRaXlRMWPde,0.676,0.551,193200,0.402,0,0.0928,-7.431,1,0.0262,103.313,4,0.382
492,3,7m9OqQk4RVRkw9JJdeAw96,0.469,0.872,119133,0.391,4.13E-06,0.297,-9.144,0,0.242,134.021,4,0.437
493,3,7lidXGPXPYLNThITAOTlkK,0.143,0.591,205473,0.585,0,0.109,-6.35,1,0.0277,110.94,4,0.324
494,3,74fV8TuLZKVzSIOOGu8wwI,0.0277,0.92,165726,0.833,0,0.0596,-3.18,1,0.253,141.034,4,0.645
495,3,2Hc4t9N2nt37oO4sF9BynI,0.0951,0.561,209229,0.536,0,0.114,-6.227,1,0.0346,150.01,4,0.378
496,3,1lOe9qE0vR9zwWQAOk6CoO,0.0204,0.745,131240,0.642,0,0.0658,-6.257,0,0.287,179.974,4,0.226
497,3,2alc8VZAzDgdAsL2QMk3hu,0.26,0.903,106000,0.327,0.011,0.108,-9.727,1,0.0877,100.008,4,0.274
498,3,4EivmOT13NMpNSfTKn9p4s,0.24,0.879,163173,0.499,0,0.0967,-6.027,0,0.18,106.043,4,0.405
499,3,1iSqfoUFnQwV0QW1EfUit8,0.334,0.735,222997,0.369,0,0.126,-9.682,0,0.0688,140.004,4,0.235
500,3,3yOlyBJuViE2YSGn3nVE1K,0.018,0.724,170746,0.491,1.29E-05,0.0887,-6.024,1,0.0296,105.046,4,0.383
501,3,0rKtyWc8bvkriBthvHKY8d,0.544,0.515,209274,0.479,0.00598,0.191,-7.458,1,0.0261,88.964,4,0.284
502,3,7KSSdFCBHCfq4KPzz78ghk,0.0611,0.788,177314,0.436,0,0.0979,-9.435,1,0.364,129.847,4,0.341
503,3,2b8fOow8UzyDFAE27YhOZM,0.837,0.764,189486,0.32,0,0.0822,-7.209,1,0.0546,91.019,4,0.575
504,3,43zdsphuZLzwA9k4DJhU0I,0.978,0.367,196077,0.111,3.97E-05,0.0897,-14.084,1,0.0972,82.642,4,0.198
505,3,3ee8Jmje8o58CHK66QrVC2,0.258,0.74,166606,0.613,0.00372,0.123,-4.88,1,0.145,75.023,4,0.473
506,3,2JvzF1RMd7lE3KmFlsyZD8,0.149,0.837,213594,0.364,0,0.271,-11.713,1,0.276,123.984,4,0.463
507,3,7xQAfvXzm3AkraOtGPWIZg,0.136,0.829,149547,0.539,1.78E-06,0.103,-7.359,0,0.208,99.96,4,0.388
508,3,5f4Hy5mw5SRaUgXX9c6P5S,0.0169,0.827,205760,0.552,0,0.122,-7.571,0,0.274,124.011,4,0.408
509,3,7AzlLxHn24DxjgQX73F9fU,0.524,0.652,154424,0.631,0.000579,0.165,-5.718,0,0.0893,127.998,4,0.35
510,3,5a6pdCHlWS2ekOOQ70QnAr,0.868,0.708,156107,0.186,0,0.0779,-8.953,0,0.0422,72.541,4,0.321
511,3,6UelLqGlWMcVH1E5c4H7lY,0.122,0.548,174000,0.816,0,0.335,-4.209,1,0.0465,95.39,4,0.557
512,3,2gwkD6igEhQbDQegRCcdoB,0.0608,0.876,163320,0.662,0,0.127,-6.482,0,0.426,75.445,4,0.844
513,3,6CUP2khYzdphXebxVTfPE3,0.0888,0.855,195299,0.676,0,0.144,-5.736,1,0.325,133.082,4,0.509
514,3,6vBdBCoOhKHiYDDOcorfNo,0.447,0.58,174960,0.653,0,0.111,-3.818,1,0.0745,150.231,4,0.175
515,3,7GX5flRQZVHRAGd6B4TmDO,0.00264,0.732,182707,0.75,0,0.109,-6.366,0,0.231,155.096,4,0.401
516,3,6U0FIYXCQ3TGrk4tFpLrEA,0.449,0.453,204533,0.538,0,0.19,-8.212,1,0.0638,122.973,4,0.516
517,3,3HWzoMvoF3TQfYg4UPszDq,0.11,0.715,173325,0.624,0,0.123,-3.046,0,0.114,158.087,4,0.412
518,3,1Tfxi7N3DW4zvAuVjt9g8X,0.0439,0.753,178217,0.502,1.54E-06,0.128,-6.879,1,0.264,205.895,4,0.349
519,3,4HDCLYli2SUdkq9OjmvhSD,0.0902,0.43,183219,0.7,0,0.216,-5.35,1,0.264,158.373,4,0.731
520,3,0TrPqhAMoaKUFLR7iYDokf,0.145,0.79,181436,0.694,0.00252,0.281,-7.726,0,0.0708,103.007,4,0.508
521,3,0e7ipj03S05BNilyu5bRzt,0.124,0.585,218147,0.52,7.01E-05,0.131,-6.136,0,0.0712,159.801,4,0.129
522,3,2RxC2peY3FtrurYmbbmanr,0.213,0.755,203360,0.531,0,0.13,-8.051,0,0.196,177.951,4,0.683
523,3,2nC3QhMI9reBIOWutbU3Tj,0.587,0.572,201084,0.406,4.48E-06,0.102,-8.624,1,0.0427,119.812,4,0.265
524,3,733c1CWmIGymoQXdp7Us88,0.517,0.819,188563,0.654,0,0.0996,-6.665,0,0.136,133.503,4,0.455
525,3,75ZvA4QfFiZvzhj2xkaWAh,0.0689,0.556,223347,0.538,0,0.196,-5.408,0,0.0382,143.95,4,0.291
526,3,7ge7BHazYbVKi8qyZUX1Bm,0.0286,0.585,197530,0.641,0,0.316,-4.269,0,0.133,88.284,4,0.266
527,3,7wBJfHzpfI3032CSD7CE2m,0.00947,0.487,270715,0.789,4.05E-06,0.189,-3.69,1,0.044,150.007,4,0.0564
528,3,5mTL8ZHcB2LJdlrR78xJYr,0.275,0.764,169227,0.555,0,0.0824,-6.414,1,0.0604,111.004,4,0.255
529,3,6K4t31amVTZDgR3sKmwUJJ,0.0115,0.64,216320,0.74,0.00678,0.167,-4.083,1,0.0284,116.879,4,0.785
530,3,2p8IUWQDrpjuFltbdgLOag,0.0811,0.664,361027,0.572,0.00604,0.121,-6.099,0,0.0305,108.959,4,0.143
531,3,1bWEngw5tAF7vWByrf5Oy5,0.000193,0.52,205016,0.856,0,0.157,-4.228,1,0.0806,160.083,4,0.47
532,3,0fySG6A6qLE8IvDpayb5bM,0.113,0.768,144935,0.652,0,0.107,-2.708,0,0.307,154.187,4,0.777
533,3,5gNOINI5dXZVom2b36LMOd,0.0944,0.915,118547,0.612,0,0.115,-4.535,1,0.407,129.93,4,0.758
534,3,7eBqSVxrzQZtK2mmgRG6lC,0.145,0.759,268434,0.73,3.06E-06,0.11,-7.985,0,0.0516,115.007,4,0.74
535,3,6XHVuErjQ4XNm6nDPVCxVX,0.123,0.696,260640,0.454,0,0.155,-6.756,0,0.153,92.928,4,0.136
536,3,2FvD20Z8aoWIePi7PoN8sG,0.0794,0.816,136366,0.582,5.84E-06,0.0916,-4.141,1,0.341,160.004,4,0.542
537,3,1ZMiCix7XSAbfAJlEZWMCp,0.839,0.567,240133,0.267,1.46E-06,0.089,-6.502,1,0.0299,110.011,4,0.0592
538,3,5hVghJ4KaYES3BFUATCYn0,0.23,0.554,190067,0.498,5.98E-06,0.795,-8.866,1,0.0685,79.635,4,0.413
539,3,78QR3Wp35dqAhFEc2qAGjE,0.0852,0.897,145543,0.662,0,0.534,-6.903,0,0.292,112.511,4,0.389
540,3,0RLLvYBopDwooCyvnTwgYu,0.354,0.567,224000,0.515,0,0.078,-10.265,0,0.247,120.1,1,0.321
541,3,1RrQK0BIyxZaOooNDVSEaZ,0.0471,0.849,137826,0.64,0,0.321,-5.15,1,0.196,126.005,4,0.36
542,3,6v3KW9xbzN5yKLt9YKDYA2,0.0392,0.759,190800,0.548,0,0.0828,-6.049,0,0.029,116.967,4,0.749
543,3,3H3r2nKWa3Yk5gt8xgmsEt,0.733,0.605,194853,0.377,0,0.0808,-6.213,1,0.0443,73.877,4,0.519
544,3,3AzjcOeAmA57TIOr9zF1ZW,0.0137,0.647,193829,0.844,0.000658,0.102,-3.756,1,0.0457,146.967,4,0.746
545,3,2hfoyc7ve6xM4ZEiNIiU1B,0.696,0.482,214558,0.631,0.0242,0.209,-6.917,1,0.0986,126.576,3,0.0743
546,3,29ZXwWOOLz9t5fa3eT3i7T,0.0388,0.932,176640,0.547,0,0.0924,-7.787,0,0.333,94.998,4,0.695
547,3,2fOlBMkWR7lXJfqp5VTbDG,0.0346,0.879,198913,0.448,0,0.224,-8.57,0,0.222,136.985,4,0.278
548,3,2IRZnDFmlqMuOrYOLnZZyc,0.259,0.889,180522,0.496,0,0.252,-6.365,0,0.0905,86.003,4,0.544
549,3,6uFn47ACjqYkc0jADwEdj1,0.15,0.772,166560,0.639,0,0.0698,-7.119,1,0.467,168.112,4,0.261
550,3,5wujBwqG7INdStqGd4tRMX,0.186,0.736,169999,0.67,0,0.114,-6.702,1,0.311,130.032,4,0.845
551,3,1E3VQQWFQAPJkXfYHjqWoI,0.0118,0.863,176750,0.633,0,0.285,-5.002,0,0.287,163.991,4,0.545
552,3,6kls8cSlUyHW2BUOkDJIZE,0.108,0.657,186223,0.768,0,0.144,-4.628,1,0.0507,75.025,4,0.759
553,3,41wtwzCZkXwpnakmwJ239F,0.402,0.9,170972,0.603,4.81E-06,0.134,-5.313,1,0.0646,129.928,4,0.824
554,3,0oT9ElXYSxvnOOagP9efDq,0.169,0.896,212093,0.72,0,0.252,-6.262,0,0.355,140.1,4,0.966
555,3,6xcJyGpfZbuuiequtnlKt4,0.053,0.764,190557,0.628,0,0.114,-5.851,1,0.0503,140.963,4,0.196
556,3,3GJ4hzg4lrGwU51Y3VARbF,0.356,0.616,213387,0.438,0,0.24,-5.968,1,0.0298,135.929,4,0.386
557,3,1mMLMZYXkMueg65jRRWG1l,0.013,0.551,240760,0.801,6.03E-06,0.265,-5.069,1,0.0303,128.027,4,0.625
558,3,6FZDfxM3a3UCqtzo5pxSLZ,0.297,0.752,201661,0.488,9.11E-06,0.0936,-7.05,1,0.0705,136.041,4,0.533
559,3,7AQim7LbvFVZJE3O8TYgf2,0.0172,0.797,146520,0.533,0.000152,0.103,-9.74,0,0.0412,131.036,4,0.329
560,3,3tDqEKKUs6gf8zMvSuLyLA,0.048,0.892,214215,0.486,0,0.146,-8.637,0,0.384,120.998,4,0.535
561,3,7dt6x5M1jzdTEt8oCbisTK,0.331,0.68,231267,0.578,0,0.135,-5.804,1,0.04,145.038,4,0.341
562,3,2Yer0p7uB2lVBUAtANuuQp,0.66,0.769,164640,0.479,0,0.0914,-5.339,1,0.0385,96.051,4,0.803
563,3,7idmHTAQQPUFqdjXkoooXD,0.0317,0.711,209733,0.774,0,0.124,-4.068,1,0.0308,111.016,4,0.939
564,3,6KfoDhO4XUWSbnyKjNp9c4,0.00162,0.628,185773,0.639,0,0.354,-5.46,1,0.0435,108.045,4,0.493
565,3,3oDkdAySo1VQQG0ptV7uwa,0.0414,0.665,175755,0.651,0,0.0896,-5.515,1,0.156,163.935,4,0.237
566,3,63wx9vdskaXbYxyDx4oJCZ,0.554,0.617,212867,0.525,1.10E-06,0.135,-10.426,0,0.12,135.781,4,0.377
567,3,4sWuPniHClkInYAnzXAYUF,0.0849,0.787,148759,0.713,0,0.717,-5.252,1,0.401,175.046,4,0.761
568,3,7FGq80cy8juXBCD2nrqdWU,0.549,0.632,170770,0.686,0,0.2,-7.665,0,0.243,89.949,4,0.329
569,3,0GO8y8jQk1PkHzS31d699N,0.00847,0.56,218013,0.936,0,0.161,-5.835,1,0.0439,112.96,4,0.371
570,3,0zlru783fmr588D5RY9ERU,0.0762,0.837,156032,0.663,0,0.0941,-6.434,1,0.334,95.081,4,0.293
571,3,1wJRveJZLSb1rjhnUHQiv6,0.0153,0.581,189487,0.662,0,0.111,-5.239,1,0.303,93.023,4,0.434
572,3,7hav1MHURQf5SAoPk0egqh,0.135,0.772,210261,0.634,0,0.432,-6.101,0,0.212,160.052,4,0.671
573,3,08dFHFTx6r67MTsYn5ilDR,0.677,0.706,186240,0.358,0,0.107,-8.331,1,0.0348,75.991,4,0.478
574,3,6ocbgoVGwYJhOv1GgI9NsF,0.592,0.778,178627,0.317,0,0.0881,-10.732,0,0.334,140.048,4,0.327
575,3,3s4mrPrEFFPF0LmAfutW0n,0.0249,0.784,200187,0.517,1.44E-06,0.155,-8.981,0,0.209,97.991,4,0.206
576,3,7rTzrRdc5UbvLr0gwI1J3E,0.102,0.732,153597,0.654,0,0.215,-6.136,0,0.045,138.049,4,0.369
577,3,6klLvorLoo1sxvZcjJIY8I,0.0208,0.876,148630,0.733,0,0.0999,-4.478,0,0.333,154.904,4,0.962
578,3,0JP9xo3adEtGSdUEISiszL,0.556,0.921,135090,0.537,0.00404,0.102,-5.723,0,0.0804,128.009,4,0.711
579,3,2uIX8YMNjGMD7441kqyyNU,0.819,0.475,200560,0.37,0.0577,0.0841,-7.725,0,0.0361,144.828,4,0.157
580,3,6NfrH0ANGmgBXyxgV2PeXt,0.0861,0.685,163084,0.848,7.14E-06,0.0783,-4.561,0,0.0858,179.87,4,0.761
581,3,42fw0rxRO2xbesF6mJfd4Y,0.0312,0.489,196747,0.581,0,0.132,-5.731,1,0.0281,86.016,4,0.494
582,3,6xHI9KjUjYT0FPtGO8Mxa1,0.0153,0.464,222533,0.813,0,0.254,-6.185,1,0.0416,75.977,4,0.515
583,3,1Knctxx9vGZxpZfF66BIEa,0.115,0.594,191840,0.798,0,0.143,-5.244,1,0.0844,142.049,4,0.381
584,3,1VbClJ27jcsMNmOxHnXlKV,0.0803,0.831,180053,0.452,0,0.359,-5.111,0,0.047,93.04,4,0.534
585,3,70eFcWOvlMObDhURTqT4Fv,0.124,0.64,197867,0.647,0,0.0801,-8.114,0,0.186,92.979,4,0.546
586,3,18O00Y7yrkJ0pRXm1n21Og,0.133,0.679,206080,0.408,0.00455,0.23,-9.754,0,0.0882,129.079,4,0.151
587,3,7FpBQ067pHB67deawpbbcY,0.441,0.736,162547,0.458,0,0.148,-7.437,1,0.0316,98.977,4,0.65
588,3,4QnC1bIaMSfDQvF4XDhV5M,0.218,0.811,161188,0.512,0.0262,0.0768,-6.381,1,0.17,92.046,4,0.346
589,3,7aEtlGHoiPAfRB084NiDmx,0.0139,0.538,186733,0.863,0,0.0874,-4.483,1,0.0481,77.001,4,0.637
590,3,2dpaYNEQHiRxtZbfNsse99,0.191,0.687,214290,0.792,0,0.167,-2.749,1,0.0452,100.015,4,0.671
591,3,51Fjme0JiitpyXKuyQiCDo,0.181,0.843,160627,0.391,0,0.137,-7.899,1,0.0845,129.972,4,0.496
592,3,0y60itmpH0aPKsFiGxmtnh,0.0371,0.764,196520,0.705,1.94E-05,0.0943,-5.279,0,0.0278,101.003,4,0.672
593,3,5MPPttjfGap2C6j6eKcO6J,0.0957,0.97,142417,0.463,0,0.151,-7.259,1,0.366,108.003,4,0.46
594,3,2iObjOsy2vpsariW4Y7hQg,0.148,0.888,114865,0.516,0,0.106,-10.228,0,0.41,127.803,4,0.606
595,3,7CZyCXKG6d5ALeq41sLzbw,0.0906,0.499,229573,0.8,0,0.147,-2.665,0,0.0502,139.919,4,0.272
596,3,79s5XnCN4TJKTVMSmOx8Ep,0.212,0.548,216387,0.805,0.000389,0.408,-5.732,1,0.351,142.094,4,0.648
597,3,62vpWI1CHwFy7tMIcSStl8,0.301,0.692,292987,0.521,0,0.0565,-8.465,0,0.33,100.45,4,0.463
598,3,0oH0OIeKJSAT5bdFkbz20A,0.275,0.802,211654,0.737,0,0.113,-4.862,0,0.0757,127.013,4,0.712
599,3,5uCax9HTNlzGybIStD3vDh,0.695,0.358,211467,0.557,0,0.0902,-7.398,1,0.059,85.043,4,0.494
600,4,7ytR5pFWmSjzHJIeQkgog4,0.247,0.746,181733,0.69,0,0.101,-7.956,1,0.164,89.977,4,0.497
601,4,7ju97lgwC2rKQ6wwsf9no9,0.021,0.672,182200,0.855,0,0.323,-3.764,1,0.0397,123.056,4,0.646
602,4,39Yp9wwQiSRIDOvrVg7mbk,0.233,0.716,165978,0.537,0,0.157,-7.648,0,0.0514,129.979,4,0.28
603,4,5RqR4ZCCKJDcBLIn4sih9l,0.749,0.728,147800,0.431,0,0.0996,-9.966,0,0.0622,130.022,4,0.629
604,4,22LAwLoDA5b4AaGSkg6bKW,0.207,0.774,162547,0.554,0,0.132,-7.909,1,0.0383,99.034,4,0.349
605,4,0VjIjW4GlUZAMYd2vXMi3b,0.00146,0.514,200040,0.73,9.54E-05,0.0897,-5.934,1,0.0598,171.005,4,0.334
606,4,466cKvZn1j45IpxDdYZqdA,0.289,0.83,247059,0.49,3.04E-06,0.113,-8.82,0,0.209,81.604,4,0.845
607,4,1IWNylpZ477gIVUDpJL66u,0.0604,0.752,157707,0.87,1.12E-05,0.489,-3.812,0,0.0623,120.006,4,0.784
608,4,0nbXyq5TXYPCO7pr3N8S4I,0.104,0.896,196653,0.586,0,0.79,-6.687,0,0.0559,116.971,4,0.642
609,4,4CNcRgjGw1v9VQaTaytdnD,0.299,0.609,180129,0.757,0,0.63,-5.605,1,0.119,128.022,4,0.379
610,4,1jaTQ3nqY3oAAYyCTbIvnM,0.017,0.923,139741,0.604,0,0.272,-6.671,0,0.245,145.062,4,0.826
611,4,5v4GgrXPMghOnBBLmveLac,0.016,0.822,242001,0.743,0,0.127,-4.772,0,0.28,84.459,4,0.636
612,4,24Yi9hE78yPEbZ4kxyoXAI,0.0167,0.77,176840,0.724,0.0107,0.353,-5.484,1,0.0495,121.975,4,0.898
613,4,527k23H0A4Q0UJN3vGs0Da,0.00981,0.629,167916,0.692,0.331,0.603,-8.045,1,0.0376,162.948,4,0.453
614,4,4cSSL3YafYjM3yjgFO1vJg,0.268,0.867,173288,0.744,0,0.0713,-5.171,1,0.227,84.005,4,0.645
615,4,6UelLqGlWMcVH1E5c4H7lY,0.122,0.548,174000,0.816,0,0.335,-4.209,1,0.0465,95.39,4,0.557
616,4,7eJMfftS33KTjuF7lTsMCx,0.731,0.726,173333,0.431,0,0.696,-8.765,0,0.135,144.026,4,0.348
617,4,1K5KBOgreBi5fkEHvg5ap3,0.067,0.795,237918,0.574,0,0.15,-6.903,0,0.487,142.053,4,0.537
618,4,21jGcNKet2qwijlDFuPiPb,0.192,0.695,215280,0.762,0.00244,0.0863,-3.497,1,0.0395,120.042,4,0.553
619,4,1Cv1YLb4q0RzL6pybtaMLo,0.183,0.878,158571,0.525,0,0.0714,-6.832,1,0.0578,112.022,4,0.694
620,4,4NhDYoQTYCdWHTvlbGVgwo,0.0264,0.611,132303,0.688,0,0.251,-5.688,1,0.341,178.462,4,0.393
621,4,4umIPjkehX1r7uhmGvXiSV,0.3,0.806,212867,0.546,0,0.102,-6.637,1,0.0575,147.986,4,0.874
622,4,2QqJTIlGKRLJC3onkavYEz,0.0538,0.752,163902,0.673,0,0.133,-5.792,0,0.153,164.009,4,0.35
623,4,4wVOKKEHUJxHCFFNUWDn0B,0.629,0.735,220488,0.449,0,0.113,-7.507,1,0.347,122.947,4,0.0397
624,4,4HBZA5flZLE435QTztThqH,0.223,0.597,228482,0.45,0,0.382,-6.658,1,0.0418,178.765,3,0.537
625,4,0OyQns5ayNK2OVaES0Vb8t,0.0397,0.707,243357,0.622,0,0.149,-6.951,1,0.031,142.942,4,0.223
626,4,3PfIrDoz19wz7qK7tYeu62,0.0123,0.793,183290,0.793,0,0.0951,-4.521,0,0.083,123.95,4,0.679
627,4,696DnlkuDOXcMAnKlTgXXK,0.0522,0.621,163636,0.601,0,0.46,-5.616,0,0.148,116.735,5,0.457
628,4,4nK5YrxbMGZstTLbvj6Gxw,0.305,0.863,223480,0.631,3.04E-05,0.123,-4.689,1,0.0534,128.977,4,0.817
629,4,4w47S36wQGBhGg073q3nt7,0.192,0.776,129371,0.509,1.49E-06,0.115,-6.266,0,0.467,94.634,4,0.485
630,4,2rRJrJEo19S2J82BDsQ3F7,0.123,0.784,159382,0.43,0,0.0887,-8.756,0,0.0364,127.087,4,0.236
631,4,0RiRZpuVRbi7oqRdSMwhQY,0.533,0.755,157560,0.522,0,0.0685,-4.368,1,0.0575,89.96,4,0.925
632,4,017PF4Q3l4DBUiWoXk4OWT,0.167,0.73,221820,0.729,1.39E-06,0.349,-3.434,0,0.0883,113.013,4,0.467
633,4,4zTPYAf5scZdp0LnwPPeWK,0.703,0.876,115200,0.479,0,0.102,-6.687,0,0.44,133.858,4,0.776
634,4,6gBFPUFcJLzWGx4lenP6h2,0.0847,0.841,243837,0.728,0,0.149,-3.37,1,0.0484,130.049,4,0.43
635,4,11VApNQCWLJdzxWrlmwzUa,0.119,0.856,206221,0.641,4.97E-06,0.427,-4.64,0,0.204,111.004,4,0.745
636,4,3eekarcy7kvN4yt5ZFzltW,0.0546,0.598,175721,0.427,5.83E-06,0.21,-8.764,0,0.0317,76.469,4,0.0605
637,4,56uXDJRCuoS7abX3SkzHKQ,0.055,0.771,224955,0.654,0,0.214,-6.976,0,0.298,155.047,4,0.573
638,4,3Z8FwOEN59mRMxDCtb8N0A,0.00776,0.63,172762,0.633,0,0.0541,-7.088,1,0.0457,93.995,4,0.452
639,4,0b9oOr2ZgvyQu88wzixux9,0.117,0.854,225773,0.463,0,0.354,-6.159,1,0.137,120.024,4,0.549
640,4,3jjujdWJ72nww5eGnfs2E7,0.0237,0.676,207133,0.771,7.00E-06,0.102,-3.675,1,0.0483,99.048,4,0.569
641,4,285pBltuF7vW8TeWk8hdRR,0.349,0.511,239836,0.566,0,0.34,-7.23,0,0.2,83.903,4,0.218
642,4,3QzAOrNlsabgbMwlZt7TAY,0.392,0.809,180435,0.545,0,0.151,-6.678,1,0.0735,97.008,4,0.244
643,4,7aiClxsDWFRQ0Kzk5KI5ku,0.128,0.778,185093,0.559,0,0.399,-7.109,0,0.0776,129.989,1,0.678
644,4,1sgDyuLooyvEML4oHspNza,0.344,0.58,199549,0.586,0,0.0755,-6.883,1,0.0357,147.988,4,0.507
645,4,3Dv1eDb0MEgF93GpLXlucZ,0.256,0.787,237893,0.673,3.57E-06,0.0904,-4.577,0,0.158,110.962,4,0.786
646,4,07KXEDMj78x68D884wgVEm,0.269,0.831,220487,0.499,0,0.3,-8.442,0,0.114,97.956,4,0.511
647,4,4DpNNXFMMxQEKl7r0ykkWA,0.612,0.68,179867,0.729,0,0.224,-5.077,1,0.0475,123.97,4,0.446
648,4,2xLMifQCjDGFmkHkpNLD9h,0.00513,0.834,312820,0.73,0,0.124,-3.714,1,0.222,155.008,4,0.446
649,4,7yBbV2k2S2uhaQc24NF2xt,0.00173,0.68,193533,0.825,0.000122,0.27,-4.296,1,0.0702,117.987,4,0.784
650,4,7qEHsqek33rTcFNT9PFqLf,0.751,0.501,182161,0.405,0,0.105,-5.679,1,0.0319,109.891,4,0.446
651,4,62aP9fBQKYKxi7PDXwcUAS,0.0686,0.674,176547,0.774,0.00188,0.393,-7.567,0,0.0892,112.05,4,0.33
652,4,3nS9a01VvXHQriLqJYwRqG,0.114,0.825,197760,0.458,0,0.102,-7.47,1,0.0577,145.115,4,0.161
653,4,6qI0MU175Dk2DeoUjlrOpy,0.0294,0.789,172133,0.813,2.07E-06,0.519,-4.563,1,0.0374,116.007,4,0.42
654,4,0gO3E51A3fqp0ypJ26QbVP,0.156,0.784,232839,0.632,0,0.605,-6.083,0,0.347,124.603,4,0.746
655,4,41A89rj3GoMG6ktN37L7PG,0.00334,0.723,177600,0.88,0.0179,0.0632,-4.287,0,0.038,123.036,4,0.323
656,4,7IMwEtpAiJanqF6vQteZN2,0.0808,0.894,161320,0.618,0,0.558,-4.356,0,0.129,119.1,4,0.379
657,4,3kW4z2pIj5VY5fLjBrMRL5,0.0236,0.775,234627,0.72,0,0.114,-5.353,0,0.193,155.086,4,0.49
658,4,6Hj9jySrnFppAI0sEMCZpJ,0.328,0.685,240051,0.692,0,0.153,-5.122,1,0.0457,159.966,5,0.578
659,4,0LEFmgIj8ABU7CelzGh5Bs,0.226,0.83,205636,0.625,0,0.302,-3.678,1,0.0573,138.046,4,0.884
660,4,6Gg1gjgKi2AK4e0qzsR7sd,0.0687,0.474,189323,0.631,0,0.132,-5.884,0,0.343,180.051,4,0.425
661,4,2gMXnyrvIjhVBUZwvLZDMP,0.604,0.459,215107,0.575,0,0.0885,-4.858,1,0.0573,111.881,4,0.183
662,4,4L6ihclQPu1hqP9r3WNJjQ,0.0228,0.731,191467,0.927,7.15E-05,0.187,-3.634,1,0.0781,119.006,4,0.478
663,4,7FIWs0pqAYbP91WWM0vlTQ,0.145,0.808,210800,0.745,0,0.292,-5.26,0,0.342,165.995,4,0.829
664,4,2kJwzbxV2ppxnQoYw4GLBZ,0.866,0.464,208687,0.473,0,0.109,-10.086,1,0.129,75.801,4,0.604
665,4,6Ozh9Ok6h4Oi1wUSLtBseN,0.189,0.769,159715,0.787,0,0.129,-3.909,1,0.367,126.77,4,0.836
666,4,1rgnBhdG2JDFTbYkYRZAku,0.688,0.825,209755,0.593,0.000161,0.17,-6.401,0,0.0988,98.078,4,0.54
667,4,4kfeRwpq5KUaqTkgi4TbDF,0.122,0.691,205666,0.632,0,0.0646,-7.598,1,0.0513,169.982,4,0.488
668,4,55CHeLEfn5iJ0IIkgaa4si,0.0252,0.843,155497,0.741,0,0.096,-5.609,1,0.334,168.983,4,0.68
669,4,4VXIryQMWpIdGgYR4TrjT1,0.0769,0.671,165820,0.529,0.000335,0.0856,-7.226,1,0.307,161.989,4,0.203
670,4,2ajzBr7vwHTEBeqDzcsNRC,0.0546,0.712,212354,0.598,0,0.154,-5.368,0,0.0388,130.007,4,0.504
671,4,3jT2LKH0RSbQ8jIUNFzXm5,0.0317,0.883,232065,0.808,0,0.207,-3.158,0,0.183,119.012,4,0.805
